ID,c1,c2,c3,target
0,-2.8700007027756724,7.537809282221878,3.1358516370171357,false
1,2.715756118969076,5.765359034020727,3.4101748189819183,false
2,3.2235502664507383,5.178548005731796,2.7955145839090614,false
3,-2.4640375389945843,4.7419509811179585,0.013477867070511351,false
4,-2.85673025233738,3.786238543815231,0.3817145596209661,false
5,-1.6744055929004649,6.513787952937738,0.7625604295393149,false
6,0.5784842365705192,5.786953073706064,2.7852212113549,false
7,2.1221904258075677,4.027454065288133,3.765718372910158,false
8,2.7633653039660695,2.646335169322928,3.54337752062603,false
9,2.0442433107662312,7.674395465725426,0.25616472245945365,false
10,2.7389809767050917,3.728506960528576,2.494482887215849,false
11,0.7506303626948112,7.143863397933226,3.0119471778242524,false
12,-1.3013150471237172,7.8869434473474564,3.950555953596115,false
13,3.2486883793380636,7.7335332747553664,2.7074404131630825,false
14,-1.5843541684144196,7.084020218941202,2.1060387169527353,false
15,2.5377581487373924,4.937600215986062,2.1192648141891652,false
16,-0.5447444314585796,5.4321335834075715,3.161977697823244,false
17,3.6304359552085392,1.3700812091350292,3.627778701020862,false
18,3.658885965301616,1.6773296693306712,3.0554808651843075,false
19,1.6559368493357658,1.4046743291686177,1.9475477271664712,false
20,2.3176400111230073,0.8827832915288332,0.031885702389941706,false
21,3.260478998076941,1.1311936033613763,3.940009417313942,false
22,-3.2879731608355245,2.7236021344042562,1.8014339701350606,false
23,0.7015035824188427,6.661699202631232,1.7234394959640236,false
24,-1.6805950964605225,4.287966890809166,1.7701424977659785,false
25,3.529382699400185,0.9582364973805928,2.5927766627847313,false
26,-3.22437389104386,1.482767776675182,1.7849370853833961,false
27,-3.5879201397937015,5.4073667081355445,2.85839095602698,false
28,2.389872499022971,2.7643982191206624,1.9448431191956193,false
29,-1.2061320545148826,4.710690474037032,1.4992851898858714,false
30,-0.21450959226376387,0.5598769887483761,3.4467840361478683,false
31,2.701764795583725,4.189738929570568,1.8435654105805712,false
32,1.564772981392661,1.737237952829778,2.005650834383206,false
33,-0.7406777153925281,3.19882614791685,2.189515570314374,false
34,1.8803265679849064,3.542307496044373,2.2621639081951948,false
35,-3.739636057899145,5.2743762734446245,1.344500748429995,false
36,0.2973008598019451,6.246808437758591,0.23153711800177224,false
37,-1.7276833661083142,6.467472087885156,3.015364575412411,false
38,1.634545135328068,2.341810192046595,3.1969249674072473,false
39,-2.9079287884946092,5.92242455427986,1.6911287408854259,false
40,-2.6330083528895507,7.9054770136922565,2.4138367522060573,false
41,3.0985560086718023,4.959308734322816,1.4396107962640392,false
42,3.6412430696619866,3.6741666772688344,1.0797033296846115,false
43,-0.6794495077683891,6.249067962289911,2.493349693395831,false
44,-2.2166504895919488,6.223123962086901,1.373369568677374,false
45,3.8229714871195455,5.059032484749526,3.1803640751974243,false
46,-0.708792134904229,5.244006751831587,3.0977248522746907,false
47,-1.7409328575549994,2.9417483758969087,1.7194105984258696,false
48,1.512250728825042,0.9526841689410186,0.5788042507684801,false
49,3.7877933303396905,2.943841092309323,0.6004410402097906,false
50,2.7987581335500833,1.4712393420364904,2.1504617993190633,false
51,3.578984177739869,5.8722502730666735,1.336340816745989,false
52,-1.6090442089371404,4.785513942669877,2.0684776840507078,false
53,1.4176194081854234,1.0757300130743919,0.6959722905951855,false
54,1.232321921808322,5.36184573214507,2.2831822394073633,false
